SOL,PARAMETER,Period, Value 
3346,Agri_JL,Nov-26, 3508.97 
3346,Agri_JL,Dec-26, 3608.97 
3346,Agri_JL,Jan-27, 3692.31 
3346,Agri_JL,Feb-27, 3775.64 
3346,Agri_JL,Mar-27, 3858.97 
3347,Agri_JL,Mar-26, 2926.03 
3347,Agri_JL,Apr-26, 2969.86 
3347,Agri_JL,May-26, 3013.69 
3347,Agri_JL,Jun-26, 3057.53 
3347,Agri_JL,Jul-26, 3112.32 
3347,Agri_JL,Aug-26, 3167.11 
3347,Agri_JL,Sep-26, 3221.90 
3347,Agri_JL,Oct-26, 3287.65 
3347,Agri_JL,Nov-26, 3353.40 
3347,Agri_JL,Dec-26, 3419.15 
3347,Agri_JL,Jan-27, 3473.94 
3347,Agri_JL,Feb-27, 3528.73 
3347,Agri_JL,Mar-27, 3583.52 
3436,Agri_JL,Mar-26, 2165.30 
3436,Agri_JL,Apr-26, 2206.01 
3436,Agri_JL,May-26, 2246.72 
3436,Agri_JL,Jun-26, 2287.43 
3436,Agri_JL,Jul-26, 2338.31 
3436,Agri_JL,Aug-26, 2389.20 
3436,Agri_JL,Sep-26, 2440.09 
3436,Agri_JL,Oct-26, 2501.15 
3436,Agri_JL,Nov-26, 2562.22 
3436,Agri_JL,Dec-26, 2623.28 
3436,Agri_JL,Jan-27, 2674.17 
3436,Agri_JL,Feb-27, 2725.05 
3436,Agri_JL,Mar-27, 2775.94 
3437,Agri_JL,Mar-26, 4601.93 
3437,Agri_JL,Apr-26, 4685.85 
3437,Agri_JL,May-26, 4769.78 
3437,Agri_JL,Jun-26, 4853.70 
3437,Agri_JL,Jul-26, 4958.61 
3437,Agri_JL,Aug-26, 5063.51 
3437,Agri_JL,Sep-26, 5168.42 
3437,Agri_JL,Oct-26, 5294.31 
3437,Agri_JL,Nov-26, 5420.19 
3437,Agri_JL,Dec-26, 5546.08 
3437,Agri_JL,Jan-27, 5650.99 
3437,Agri_JL,Feb-27, 5755.89 
3437,Agri_JL,Mar-27, 5860.80 
3548,Agri_JL,Mar-26, 4848.85 
3548,Agri_JL,Apr-26, 4940.01 
3548,Agri_JL,May-26, 5031.18 
3548,Agri_JL,Jun-26, 5122.34 
3548,Agri_JL,Jul-26, 5236.29 
3548,Agri_JL,Aug-26, 5350.25 
3548,Agri_JL,Sep-26, 5464.20 
3548,Agri_JL,Oct-26, 5600.95 
3548,Agri_JL,Nov-26, 5737.69 
3548,Agri_JL,Dec-26, 5874.44 
3548,Agri_JL,Jan-27, 5988.39 
3548,Agri_JL,Feb-27, 6102.34 
3548,Agri_JL,Mar-27, 6216.30 
3549,Agri_JL,Mar-26, 3477.69 
3549,Agri_JL,Apr-26, 3543.07 
3549,Agri_JL,May-26, 3608.46 
3549,Agri_JL,Jun-26, 3673.84 
3549,Agri_JL,Jul-26, 3755.57 
3549,Agri_JL,Aug-26, 3837.30 
3549,Agri_JL,Sep-26, 3919.03 
3549,Agri_JL,Oct-26, 4017.11 
3549,Agri_JL,Nov-26, 4115.18 
3549,Agri_JL,Dec-26, 4213.26 
3549,Agri_JL,Jan-27, 4294.99 
3549,Agri_JL,Feb-27, 4376.72 
3549,Agri_JL,Mar-27, 4458.45 
3920,Agri_JL,Mar-26, 919.21 
3920,Agri_JL,Apr-26, 991.26 
3920,Agri_JL,May-26, 1063.32 
3920,Agri_JL,Jun-26, 1135.37 
3920,Agri_JL,Jul-26, 1225.44 
3920,Agri_JL,Aug-26, 1315.50 
3920,Agri_JL,Sep-26, 1405.57 
3920,Agri_JL,Oct-26, 1513.65 
3920,Agri_JL,Nov-26, 1621.72 
3920,Agri_JL,Dec-26, 1729.80 
3920,Agri_JL,Jan-27, 1819.87 
3920,Agri_JL,Feb-27, 1909.93 
3920,Agri_JL,Mar-27, 2000.00 
4069,Agri_JL,Mar-26, -   
4069,Agri_JL,Apr-26, -   
4069,Agri_JL,May-26, -   
4069,Agri_JL,Jun-26, -   
4069,Agri_JL,Jul-26, -   
4069,Agri_JL,Aug-26, -   
4069,Agri_JL,Sep-26, -   
4069,Agri_JL,Oct-26, -   
4069,Agri_JL,Nov-26, -   
4069,Agri_JL,Dec-26, -   
4069,Agri_JL,Jan-27, -   
4069,Agri_JL,Feb-27, -   
4069,Agri_JL,Mar-27, -   
4153,Agri_JL,Mar-26, 5.11 
4153,Agri_JL,Apr-26, 138.10 
4153,Agri_JL,May-26, 271.10 
4153,Agri_JL,Jun-26, 404.09 
4153,Agri_JL,Jul-26, 570.33 
4153,Agri_JL,Aug-26, 736.57 
4153,Agri_JL,Sep-26, 902.81 
4153,Agri_JL,Oct-26, 1102.30 
4153,Agri_JL,Nov-26, 1301.79 
4153,Agri_JL,Dec-26, 1501.28 
4153,Agri_JL,Jan-27, 1667.52 
4153,Agri_JL,Feb-27, 1833.76 
4153,Agri_JL,Mar-27, 2000.00 
3933,Agri_JL,Mar-26, 2643.06 
3933,Agri_JL,Apr-26, 2694.72 
3933,Agri_JL,May-26, 2746.39 
3933,Agri_JL,Jun-26, 2798.06 
3933,Agri_JL,Jul-26, 2862.64 
3933,Agri_JL,Aug-26, 2927.23 
3933,Agri_JL,Sep-26, 2991.81 
3933,Agri_JL,Oct-26, 3069.31 
3933,Agri_JL,Nov-26, 3146.81 
3933,Agri_JL,Dec-26, 3224.31 
3933,Agri_JL,Jan-27, 3288.89 
3933,Agri_JL,Feb-27, 3353.48 
3933,Agri_JL,Mar-27, 3418.06 
174,Core_Agri,Mar-26, 624.98 
174,Core_Agri,Apr-26, 637.30 
174,Core_Agri,May-26, 649.62 
174,Core_Agri,Jun-26, 661.95 
174,Core_Agri,Jul-26, 677.35 
174,Core_Agri,Aug-26, 692.75 
174,Core_Agri,Sep-26, 708.15 
174,Core_Agri,Oct-26, 726.64 
174,Core_Agri,Nov-26, 745.12 
174,Core_Agri,Dec-26, 763.61 
174,Core_Agri,Jan-27, 779.01 
174,Core_Agri,Feb-27, 794.41 
174,Core_Agri,Mar-27, 809.81 
175,Core_Agri,Mar-26, 130.18 
175,Core_Agri,Apr-26, 133.25 
175,Core_Agri,May-26, 136.33 
175,Core_Agri,Jun-26, 139.40 
175,Core_Agri,Jul-26, 143.24 
175,Core_Agri,Aug-26, 147.09 
175,Core_Agri,Sep-26, 150.93 
175,Core_Agri,Oct-26, 155.54 
175,Core_Agri,Nov-26, 160.15 
175,Core_Agri,Dec-26, 164.76 
175,Core_Agri,Jan-27, 168.61 
175,Core_Agri,Feb-27, 172.45 
175,Core_Agri,Mar-27, 176.29 
176,Core_Agri,Mar-26, 247.50 
176,Core_Agri,Apr-26, 250.91 
176,Core_Agri,May-26, 254.31 
176,Core_Agri,Jun-26, 257.72 
176,Core_Agri,Jul-26, 261.97 
176,Core_Agri,Aug-26, 266.23 
176,Core_Agri,Sep-26, 270.49 
176,Core_Agri,Oct-26, 275.59 
176,Core_Agri,Nov-26, 280.70 
176,Core_Agri,Dec-26, 285.81 
176,Core_Agri,Jan-27, 290.06 
176,Core_Agri,Feb-27, 294.32 
176,Core_Agri,Mar-27, 298.58 
230,Core_Agri,Mar-26, 391.27 
230,Core_Agri,Apr-26, 399.75 
230,Core_Agri,May-26, 408.23 
230,Core_Agri,Jun-26, 416.71 
230,Core_Agri,Jul-26, 427.32 
230,Core_Agri,Aug-26, 437.92 
230,Core_Agri,Sep-26, 448.52 
230,Core_Agri,Oct-26, 461.24 
230,Core_Agri,Nov-26, 473.96 
230,Core_Agri,Dec-26, 486.68 
230,Core_Agri,Jan-27, 497.28 
230,Core_Agri,Feb-27, 507.89 
230,Core_Agri,Mar-27, 518.49 
232,Core_Agri,Mar-26, 155.50 
232,Core_Agri,Apr-26, 157.36 
232,Core_Agri,May-26, 159.22 
232,Core_Agri,Jun-26, 161.07 
232,Core_Agri,Jul-26, 163.40 
232,Core_Agri,Aug-26, 165.72 
232,Core_Agri,Sep-26, 168.04 
232,Core_Agri,Oct-26, 170.83 
232,Core_Agri,Nov-26, 173.62 
232,Core_Agri,Dec-26, 176.41 
232,Core_Agri,Jan-27, 178.73 
232,Core_Agri,Feb-27, 181.05 
232,Core_Agri,Mar-27, 183.37 
237,Core_Agri,Mar-26, 160.68 
237,Core_Agri,Apr-26, 165.27 
237,Core_Agri,May-26, 169.87 
237,Core_Agri,Jun-26, 174.46 
237,Core_Agri,Jul-26, 180.20 
237,Core_Agri,Aug-26, 185.94 
237,Core_Agri,Sep-26, 191.68 
237,Core_Agri,Oct-26, 198.57 
237,Core_Agri,Nov-26, 205.46 
237,Core_Agri,Dec-26, 212.35 
237,Core_Agri,Jan-27, 218.09 
237,Core_Agri,Feb-27, 223.83 
237,Core_Agri,Mar-27, 229.57 
243,Core_Agri,Mar-26, 563.27 
243,Core_Agri,Apr-26, 570.69 
243,Core_Agri,May-26, 578.11 
243,Core_Agri,Jun-26, 585.53 
243,Core_Agri,Jul-26, 594.81 
243,Core_Agri,Aug-26, 604.08 
243,Core_Agri,Sep-26, 613.36 
243,Core_Agri,Oct-26, 624.49 
243,Core_Agri,Nov-26, 635.62 
243,Core_Agri,Dec-26, 646.75 
243,Core_Agri,Jan-27, 656.02 
243,Core_Agri,Feb-27, 665.30 
243,Core_Agri,Mar-27, 674.57 
332,Core_Agri,Mar-26, 1572.98 
332,Core_Agri,Apr-26, 1591.07 
332,Core_Agri,May-26, 1609.16 
332,Core_Agri,Jun-26, 1627.24 
332,Core_Agri,Jul-26, 1649.85 
332,Core_Agri,Aug-26, 1672.46 
332,Core_Agri,Sep-26, 1695.07 
332,Core_Agri,Oct-26, 1722.20 
332,Core_Agri,Nov-26, 1749.33 
332,Core_Agri,Dec-26, 1776.46 
332,Core_Agri,Jan-27, 1799.07 
332,Core_Agri,Feb-27, 1821.68 
332,Core_Agri,Mar-27, 1844.29 
376,Core_Agri,Mar-26, 233.13 
376,Core_Agri,Apr-26, 237.31 
376,Core_Agri,May-26, 241.49 
376,Core_Agri,Jun-26, 245.66 
376,Core_Agri,Jul-26, 250.89 
376,Core_Agri,Aug-26, 256.11 
376,Core_Agri,Sep-26, 261.33 
376,Core_Agri,Oct-26, 267.60 
376,Core_Agri,Nov-26, 273.86 
376,Core_Agri,Dec-26, 280.13 
376,Core_Agri,Jan-27, 285.35 
376,Core_Agri,Feb-27, 290.57 
376,Core_Agri,Mar-27, 295.79 
883,Core_Agri,Mar-26, 1162.17 
883,Core_Agri,Apr-26, 1188.22 
883,Core_Agri,May-26, 1214.26 
883,Core_Agri,Jun-26, 1240.31 
883,Core_Agri,Jul-26, 1272.87 
883,Core_Agri,Aug-26, 1305.43 
883,Core_Agri,Sep-26, 1337.99 
883,Core_Agri,Oct-26, 1377.06 
883,Core_Agri,Nov-26, 1416.13 
883,Core_Agri,Dec-26, 1455.20 
883,Core_Agri,Jan-27, 1487.76 
883,Core_Agri,Feb-27, 1520.32 
883,Core_Agri,Mar-27, 1552.88 
910,Core_Agri,Mar-26, 102.88 
910,Core_Agri,Apr-26, 107.68 
910,Core_Agri,May-26, 112.48 
910,Core_Agri,Jun-26, 117.28 
910,Core_Agri,Jul-26, 123.28 
910,Core_Agri,Aug-26, 129.29 
910,Core_Agri,Sep-26, 135.29 
910,Core_Agri,Oct-26, 142.49 
910,Core_Agri,Nov-26, 149.69 
910,Core_Agri,Dec-26, 156.90 
910,Core_Agri,Jan-27, 162.90 
910,Core_Agri,Feb-27, 168.90 
910,Core_Agri,Mar-27, 174.90 
911,Core_Agri,Mar-26, 110.44 
911,Core_Agri,Apr-26, 113.01 
911,Core_Agri,May-26, 115.57 
911,Core_Agri,Jun-26, 118.13 
911,Core_Agri,Jul-26, 121.34 
911,Core_Agri,Aug-26, 124.54 
911,Core_Agri,Sep-26, 127.75 
911,Core_Agri,Oct-26, 131.59 
911,Core_Agri,Nov-26, 135.44 
911,Core_Agri,Dec-26, 139.28 
911,Core_Agri,Jan-27, 142.49 
911,Core_Agri,Feb-27, 145.69 
911,Core_Agri,Mar-27, 148.90 
924,Core_Agri,Mar-26, 299.42 
924,Core_Agri,Apr-26, 305.97 
924,Core_Agri,May-26, 312.51 
924,Core_Agri,Jun-26, 319.05 
924,Core_Agri,Jul-26, 327.23 
924,Core_Agri,Aug-26, 335.40 
924,Core_Agri,Sep-26, 343.58 
924,Core_Agri,Oct-26, 353.39 
924,Core_Agri,Nov-26, 363.21 
924,Core_Agri,Dec-26, 373.02 
924,Core_Agri,Jan-27, 381.20 
924,Core_Agri,Feb-27, 389.38 
924,Core_Agri,Mar-27, 397.55 
1013,Core_Agri,Mar-26, 446.29 
1013,Core_Agri,Apr-26, 456.00 
1013,Core_Agri,May-26, 465.72 
1013,Core_Agri,Jun-26, 475.44 
1013,Core_Agri,Jul-26, 487.59 
1013,Core_Agri,Aug-26, 499.74 
1013,Core_Agri,Sep-26, 511.89 
1013,Core_Agri,Oct-26, 526.47 
1013,Core_Agri,Nov-26, 541.04 
1013,Core_Agri,Dec-26, 555.62 
1013,Core_Agri,Jan-27, 567.77 
1013,Core_Agri,Feb-27, 579.92 
1013,Core_Agri,Mar-27, 592.07 
1044,Core_Agri,Mar-26, 183.53 
1044,Core_Agri,Apr-26, 186.15 
1044,Core_Agri,May-26, 188.77 
1044,Core_Agri,Jun-26, 191.39 
1044,Core_Agri,Jul-26, 194.66 
1044,Core_Agri,Aug-26, 197.93 
1044,Core_Agri,Sep-26, 201.21 
1044,Core_Agri,Oct-26, 205.14 
1044,Core_Agri,Nov-26, 209.06 
1044,Core_Agri,Dec-26, 212.99 
1044,Core_Agri,Jan-27, 216.27 
1044,Core_Agri,Feb-27, 219.54 
1044,Core_Agri,Mar-27, 222.81 
1112,Core_Agri,Mar-26, 82.84 
1112,Core_Agri,Apr-26, 84.21 
1112,Core_Agri,May-26, 85.59 
1112,Core_Agri,Jun-26, 86.97 
1112,Core_Agri,Jul-26, 88.69 
1112,Core_Agri,Aug-26, 90.41 
1112,Core_Agri,Sep-26, 92.13 
1112,Core_Agri,Oct-26, 94.20 
1112,Core_Agri,Nov-26, 96.26 
1112,Core_Agri,Dec-26, 98.33 
1112,Core_Agri,Jan-27, 100.05 
1112,Core_Agri,Feb-27, 101.77 
1112,Core_Agri,Mar-27, 103.49 
1152,Core_Agri,Mar-26, 695.15 
1152,Core_Agri,Apr-26, 703.77 
1152,Core_Agri,May-26, 712.39 
1152,Core_Agri,Jun-26, 721.02 
1152,Core_Agri,Jul-26, 731.80 
1152,Core_Agri,Aug-26, 742.58 
1152,Core_Agri,Sep-26, 753.36 
1152,Core_Agri,Oct-26, 766.30 
1152,Core_Agri,Nov-26, 779.23 
1152,Core_Agri,Dec-26, 792.17 
1152,Core_Agri,Jan-27, 802.95 
1152,Core_Agri,Feb-27, 813.73 
1152,Core_Agri,Mar-27, 824.51 
1220,Core_Agri,Mar-26, 169.50 
1220,Core_Agri,Apr-26, 172.03 
1220,Core_Agri,May-26, 174.57 
1220,Core_Agri,Jun-26, 177.10 
1220,Core_Agri,Jul-26, 180.27 
1220,Core_Agri,Aug-26, 183.44 
1220,Core_Agri,Sep-26, 186.60 
1220,Core_Agri,Oct-26, 190.41 
1220,Core_Agri,Nov-26, 194.21 
1220,Core_Agri,Dec-26, 198.01 
1220,Core_Agri,Jan-27, 201.18 
1220,Core_Agri,Feb-27, 204.34 
1220,Core_Agri,Mar-27, 207.51 
1221,Core_Agri,Mar-26, 192.09 
1221,Core_Agri,Apr-26, 196.29 
1221,Core_Agri,May-26, 200.50 
1221,Core_Agri,Jun-26, 204.71 
1221,Core_Agri,Jul-26, 209.96 
1221,Core_Agri,Aug-26, 215.22 
1221,Core_Agri,Sep-26, 220.48 
1221,Core_Agri,Oct-26, 226.79 
1221,Core_Agri,Nov-26, 233.10 
1221,Core_Agri,Dec-26, 239.40 
1221,Core_Agri,Jan-27, 244.66 
1221,Core_Agri,Feb-27, 249.92 
1221,Core_Agri,Mar-27, 255.18 
1258,Core_Agri,Mar-26, 186.31 
1258,Core_Agri,Apr-26, 189.47 
1258,Core_Agri,May-26, 192.64 
1258,Core_Agri,Jun-26, 195.80 
1258,Core_Agri,Jul-26, 199.75 
1258,Core_Agri,Aug-26, 203.70 
1258,Core_Agri,Sep-26, 207.65 
1258,Core_Agri,Oct-26, 212.40 
1258,Core_Agri,Nov-26, 217.14 
1258,Core_Agri,Dec-26, 221.88 
1258,Core_Agri,Jan-27, 225.83 
1258,Core_Agri,Feb-27, 229.78 
1258,Core_Agri,Mar-27, 233.74 
1314,Core_Agri,Mar-26, 98.41 
1314,Core_Agri,Apr-26, 100.02 
1314,Core_Agri,May-26, 101.63 
1314,Core_Agri,Jun-26, 103.24 
1314,Core_Agri,Jul-26, 105.25 
1314,Core_Agri,Aug-26, 107.26 
1314,Core_Agri,Sep-26, 109.27 
1314,Core_Agri,Oct-26, 111.69 
1314,Core_Agri,Nov-26, 114.10 
1314,Core_Agri,Dec-26, 116.52 
1314,Core_Agri,Jan-27, 118.53 
1314,Core_Agri,Feb-27, 120.54 
1314,Core_Agri,Mar-27, 122.55 
1316,Core_Agri,Mar-26, 156.35 
1316,Core_Agri,Apr-26, 159.96 
1316,Core_Agri,May-26, 163.58 
1316,Core_Agri,Jun-26, 167.19 
1316,Core_Agri,Jul-26, 171.71 
1316,Core_Agri,Aug-26, 176.23 
1316,Core_Agri,Sep-26, 180.75 
1316,Core_Agri,Oct-26, 186.17 
1316,Core_Agri,Nov-26, 191.60 
1316,Core_Agri,Dec-26, 197.02 
1316,Core_Agri,Jan-27, 201.54 
1316,Core_Agri,Feb-27, 206.06 
1316,Core_Agri,Mar-27, 210.58 
1317,Core_Agri,Mar-26, 40.07 
1317,Core_Agri,Apr-26, 41.22 
1317,Core_Agri,May-26, 42.37 
1317,Core_Agri,Jun-26, 43.52 
1317,Core_Agri,Jul-26, 44.96 
1317,Core_Agri,Aug-26, 46.40 
1317,Core_Agri,Sep-26, 47.83 
1317,Core_Agri,Oct-26, 49.56 
1317,Core_Agri,Nov-26, 51.28 
1317,Core_Agri,Dec-26, 53.01 
1317,Core_Agri,Jan-27, 54.45 
1317,Core_Agri,Feb-27, 55.89 
1317,Core_Agri,Mar-27, 57.32 
1401,Core_Agri,Mar-26, 83.74 
1401,Core_Agri,Apr-26, 86.27 
1401,Core_Agri,May-26, 88.80 
1401,Core_Agri,Jun-26, 91.32 
1401,Core_Agri,Jul-26, 94.48 
1401,Core_Agri,Aug-26, 97.64 
1401,Core_Agri,Sep-26, 100.80 
1401,Core_Agri,Oct-26, 104.59 
1401,Core_Agri,Nov-26, 108.38 
1401,Core_Agri,Dec-26, 112.17 
1401,Core_Agri,Jan-27, 115.33 
1401,Core_Agri,Feb-27, 118.48 
1401,Core_Agri,Mar-27, 121.64 
1560,Core_Agri,Mar-26, 155.74 
1560,Core_Agri,Apr-26, 158.99 
1560,Core_Agri,May-26, 162.24 
1560,Core_Agri,Jun-26, 165.49 
1560,Core_Agri,Jul-26, 169.55 
1560,Core_Agri,Aug-26, 173.61 
1560,Core_Agri,Sep-26, 177.67 
1560,Core_Agri,Oct-26, 182.54 
1560,Core_Agri,Nov-26, 187.42 
1560,Core_Agri,Dec-26, 192.29 
1560,Core_Agri,Jan-27, 196.35 
1560,Core_Agri,Feb-27, 200.41 
1560,Core_Agri,Mar-27, 204.47 
1789,Core_Agri,Mar-26, 253.85 
1789,Core_Agri,Apr-26, 260.43 
1789,Core_Agri,May-26, 267.01 
1789,Core_Agri,Jun-26, 273.59 
1789,Core_Agri,Jul-26, 281.82 
1789,Core_Agri,Aug-26, 290.05 
1789,Core_Agri,Sep-26, 298.27 
1789,Core_Agri,Oct-26, 308.14 
1789,Core_Agri,Nov-26, 318.01 
1789,Core_Agri,Dec-26, 327.88 
1789,Core_Agri,Jan-27, 336.11 
1789,Core_Agri,Feb-27, 344.34 
1789,Core_Agri,Mar-27, 352.56 
1830,Core_Agri,Mar-26, 108.33 
1830,Core_Agri,Apr-26, 113.24 
1830,Core_Agri,May-26, 118.15 
1830,Core_Agri,Jun-26, 123.06 
1830,Core_Agri,Jul-26, 129.20 
1830,Core_Agri,Aug-26, 135.33 
1830,Core_Agri,Sep-26, 141.47 
1830,Core_Agri,Oct-26, 148.83 
1830,Core_Agri,Nov-26, 156.20 
1830,Core_Agri,Dec-26, 163.56 
1830,Core_Agri,Jan-27, 169.70 
1830,Core_Agri,Feb-27, 175.83 
1830,Core_Agri,Mar-27, 181.97 
1896,Core_Agri,Mar-26, 81.69 
1896,Core_Agri,Apr-26, 84.13 
1896,Core_Agri,May-26, 86.58 
1896,Core_Agri,Jun-26, 89.02 
1896,Core_Agri,Jul-26, 92.08 
1896,Core_Agri,Aug-26, 95.13 
1896,Core_Agri,Sep-26, 98.19 
1896,Core_Agri,Oct-26, 101.85 
1896,Core_Agri,Nov-26, 105.52 
1896,Core_Agri,Dec-26, 109.19 
1896,Core_Agri,Jan-27, 112.24 
1896,Core_Agri,Feb-27, 115.30 
1896,Core_Agri,Mar-27, 118.35 
1919,Core_Agri,Mar-26, 129.55 
1919,Core_Agri,Apr-26, 133.92 
1919,Core_Agri,May-26, 138.29 
1919,Core_Agri,Jun-26, 142.65 
1919,Core_Agri,Jul-26, 148.11 
1919,Core_Agri,Aug-26, 153.57 
1919,Core_Agri,Sep-26, 159.03 
1919,Core_Agri,Oct-26, 165.59 
1919,Core_Agri,Nov-26, 172.14 
1919,Core_Agri,Dec-26, 178.69 
1919,Core_Agri,Jan-27, 184.15 
1919,Core_Agri,Feb-27, 189.61 
1919,Core_Agri,Mar-27, 195.07 
1931,Core_Agri,Mar-26, 98.63 
1931,Core_Agri,Apr-26, 100.95 
1931,Core_Agri,May-26, 103.26 
1931,Core_Agri,Jun-26, 105.58 
1931,Core_Agri,Jul-26, 108.48 
1931,Core_Agri,Aug-26, 111.37 
1931,Core_Agri,Sep-26, 114.27 
1931,Core_Agri,Oct-26, 117.75 
1931,Core_Agri,Nov-26, 121.22 
1931,Core_Agri,Dec-26, 124.70 
1931,Core_Agri,Jan-27, 127.59 
1931,Core_Agri,Feb-27, 130.49 
1931,Core_Agri,Mar-27, 133.39 
2098,Core_Agri,Mar-26, 112.78 
2098,Core_Agri,Apr-26, 116.88 
2098,Core_Agri,May-26, 120.99 
2098,Core_Agri,Jun-26, 125.09 
2098,Core_Agri,Jul-26, 130.22 
2098,Core_Agri,Aug-26, 135.36 
2098,Core_Agri,Sep-26, 140.49 
2098,Core_Agri,Oct-26, 146.65 
2098,Core_Agri,Nov-26, 152.80 
2098,Core_Agri,Dec-26, 158.96 
2098,Core_Agri,Jan-27, 164.09 
2098,Core_Agri,Feb-27, 169.23 
2098,Core_Agri,Mar-27, 174.36 
2286,Core_Agri,Mar-26, 109.45 
2286,Core_Agri,Apr-26, 111.64 
2286,Core_Agri,May-26, 113.82 
2286,Core_Agri,Jun-26, 116.00 
2286,Core_Agri,Jul-26, 118.73 
2286,Core_Agri,Aug-26, 121.45 
2286,Core_Agri,Sep-26, 124.18 
2286,Core_Agri,Oct-26, 127.45 
2286,Core_Agri,Nov-26, 130.73 
2286,Core_Agri,Dec-26, 134.00 
2286,Core_Agri,Jan-27, 136.72 
2286,Core_Agri,Feb-27, 139.45 
2286,Core_Agri,Mar-27, 142.18 
2287,Core_Agri,Mar-26, 309.34 
2287,Core_Agri,Apr-26, 317.64 
2287,Core_Agri,May-26, 325.95 
2287,Core_Agri,Jun-26, 334.25 
2287,Core_Agri,Jul-26, 344.62 
2287,Core_Agri,Aug-26, 355.00 
2287,Core_Agri,Sep-26, 365.37 
2287,Core_Agri,Oct-26, 377.82 
2287,Core_Agri,Nov-26, 390.28 
2287,Core_Agri,Dec-26, 402.73 
2287,Core_Agri,Jan-27, 413.10 
2287,Core_Agri,Feb-27, 423.48 
2287,Core_Agri,Mar-27, 433.85 
2288,Core_Agri,Mar-26, 189.00 
2288,Core_Agri,Apr-26, 195.49 
2288,Core_Agri,May-26, 201.98 
2288,Core_Agri,Jun-26, 208.47 
2288,Core_Agri,Jul-26, 216.59 
2288,Core_Agri,Aug-26, 224.70 
2288,Core_Agri,Sep-26, 232.81 
2288,Core_Agri,Oct-26, 242.55 
2288,Core_Agri,Nov-26, 252.29 
2288,Core_Agri,Dec-26, 262.02 
2288,Core_Agri,Jan-27, 270.13 
2288,Core_Agri,Feb-27, 278.25 
2288,Core_Agri,Mar-27, 286.36 
2461,Core_Agri,Mar-26, 112.67 
2461,Core_Agri,Apr-26, 115.66 
2461,Core_Agri,May-26, 118.66 
2461,Core_Agri,Jun-26, 121.65 
2461,Core_Agri,Jul-26, 125.39 
2461,Core_Agri,Aug-26, 129.14 
2461,Core_Agri,Sep-26, 132.88 
2461,Core_Agri,Oct-26, 137.37 
2461,Core_Agri,Nov-26, 141.86 
2461,Core_Agri,Dec-26, 146.35 
2461,Core_Agri,Jan-27, 150.09 
2461,Core_Agri,Feb-27, 153.83 
2461,Core_Agri,Mar-27, 157.58 
2464,Core_Agri,Mar-26, 99.49 
2464,Core_Agri,Apr-26, 103.89 
2464,Core_Agri,May-26, 108.29 
2464,Core_Agri,Jun-26, 112.68 
2464,Core_Agri,Jul-26, 118.18 
2464,Core_Agri,Aug-26, 123.68 
2464,Core_Agri,Sep-26, 129.18 
2464,Core_Agri,Oct-26, 135.78 
2464,Core_Agri,Nov-26, 142.38 
2464,Core_Agri,Dec-26, 148.97 
2464,Core_Agri,Jan-27, 154.47 
2464,Core_Agri,Feb-27, 159.97 
2464,Core_Agri,Mar-27, 165.47 
2574,Core_Agri,Mar-26, 341.28 
2574,Core_Agri,Apr-26, 350.98 
2574,Core_Agri,May-26, 360.67 
2574,Core_Agri,Jun-26, 370.37 
2574,Core_Agri,Jul-26, 382.49 
2574,Core_Agri,Aug-26, 394.61 
2574,Core_Agri,Sep-26, 406.73 
2574,Core_Agri,Oct-26, 421.27 
2574,Core_Agri,Nov-26, 435.81 
2574,Core_Agri,Dec-26, 450.35 
2574,Core_Agri,Jan-27, 462.47 
2574,Core_Agri,Feb-27, 474.59 
2574,Core_Agri,Mar-27, 486.71 
2685,Core_Agri,Mar-26, 51.11 
2685,Core_Agri,Apr-26, 52.42 
2685,Core_Agri,May-26, 53.73 
2685,Core_Agri,Jun-26, 55.04 
2685,Core_Agri,Jul-26, 56.67 
2685,Core_Agri,Aug-26, 58.31 
2685,Core_Agri,Sep-26, 59.95 
2685,Core_Agri,Oct-26, 61.91 
2685,Core_Agri,Nov-26, 63.88 
2685,Core_Agri,Dec-26, 65.84 
2685,Core_Agri,Jan-27, 67.48 
2685,Core_Agri,Feb-27, 69.12 
2685,Core_Agri,Mar-27, 70.75 
2686,Core_Agri,Mar-26, 86.81 
2686,Core_Agri,Apr-26, 89.54 
2686,Core_Agri,May-26, 92.28 
2686,Core_Agri,Jun-26, 95.02 
2686,Core_Agri,Jul-26, 98.44 
2686,Core_Agri,Aug-26, 101.86 
2686,Core_Agri,Sep-26, 105.28 
2686,Core_Agri,Oct-26, 109.38 
2686,Core_Agri,Nov-26, 113.49 
2686,Core_Agri,Dec-26, 117.59 
2686,Core_Agri,Jan-27, 121.01 
2686,Core_Agri,Feb-27, 124.43 
2686,Core_Agri,Mar-27, 127.85 
2702,Core_Agri,Mar-26, 65.91 
2702,Core_Agri,Apr-26, 67.51 
2702,Core_Agri,May-26, 69.11 
2702,Core_Agri,Jun-26, 70.71 
2702,Core_Agri,Jul-26, 72.70 
2702,Core_Agri,Aug-26, 74.70 
2702,Core_Agri,Sep-26, 76.70 
2702,Core_Agri,Oct-26, 79.09 
2702,Core_Agri,Nov-26, 81.49 
2702,Core_Agri,Dec-26, 83.88 
2702,Core_Agri,Jan-27, 85.88 
2702,Core_Agri,Feb-27, 87.88 
2702,Core_Agri,Mar-27, 89.87 
2703,Core_Agri,Mar-26, 35.48 
